week_start,producto,categoria,unidades_vendidas,ingreso_total
2025-12-08,Set Sales de Baño Botánico,aromas,19,77162.13
2025-12-08,Incienso Palo Santo 10u,aromas,13,18693.17
2025-12-08,Mantel Lino 180cm,mesa,25,140393.0
2025-12-08,Set Servilletas Bordadas,mesa,21,46359.67
2025-12-08,Porta Velas Mesa Hierro,mesa,12,42135.96
2025-12-08,Camino Mesa Ratan,mesa,13,53363.48
2025-12-08,Maceta Terracota XL,jardin,8,50492.77
2025-12-08,Farolito Solar Colgante,jardin,9,37825.7
2025-12-08,Cojín Exterior Rayas,jardin,12,59449.73
2025-12-08,Regadera Cobre Vintage,jardin,9,66278.85
2025-12-15,Set de Bowls Mediterráneo,cocina,10,39543.17
2025-12-15,Tabla de Madera Olivia,cocina,24,141950.59
2025-12-15,Porta Utensilios Cobre,cocina,32,98460.06
2025-12-15,Delantal Lino Natural,cocina,31,101287.86
2025-12-15,Jabonera Mármol Blanco,baño,23,65358.27
2025-12-15,Set Toallas Waffle,baño,14,87399.31
2025-12-15,Porta Cepillo Cerámica,baño,23,44306.21
2025-12-15,Espejo Redondo Nordico,baño,11,125123.33
2025-12-15,Marco Madera Natural 30x40,deco,33,158714.42
2025-12-15,Jarrón Minimalista Blanco,deco,10,58438.72
2025-12-15,Caja Ratan Organizadora,deco,34,186395.29
2025-12-15,Estante Flotante Roble,deco,23,207067.97
2025-12-15,Sillón Boho Arena,sillones,28,1400404.99
2025-12-15,Sillón Terciopelo Verde,sillones,33,1832578.18
2025-12-15,Puff Redondo Boucle,sillones,31,722385.31
2025-12-15,Sillón Acapulco Negro,sillones,8,259396.48
2025-12-15,Difusor Bambú 200ml,aromas,32,128921.29
2025-12-15,Vela Soja Lavanda Grande,aromas,27,72608.14
2025-12-15,Set Sales de Baño Botánico,aromas,30,129514.08
2025-12-15,Incienso Palo Santo 10u,aromas,14,20166.05
2025-12-15,Mantel Lino 180cm,mesa,22,121718.26
2025-12-15,Set Servilletas Bordadas,mesa,16,34188.49
2025-12-15,Porta Velas Mesa Hierro,mesa,29,112064.12
2025-12-15,Camino Mesa Ratan,mesa,30,135295.2
2025-12-15,Maceta Terracota XL,jardin,26,182395.37
2025-12-15,Farolito Solar Colgante,jardin,9,37889.21
2025-12-15,Cojín Exterior Rayas,jardin,22,115267.61
2025-12-15,Regadera Cobre Vintage,jardin,31,258747.63
2025-12-22,Set de Bowls Mediterráneo,cocina,9,35407.41
2025-12-22,Tabla de Madera Olivia,cocina,8,43048.06
2025-12-22,Porta Utensilios Cobre,cocina,27,80924.62
2025-12-22,Delantal Lino Natural,cocina,26,83012.84
2025-12-22,Jabonera Mármol Blanco,baño,32,95163.8
2025-12-22,Set Toallas Waffle,baño,15,94490.76
2025-12-22,Porta Cepillo Cerámica,baño,9,15940.21
2025-12-22,Espejo Redondo Nordico,baño,32,408895.49
2025-12-22,Marco Madera Natural 30x40,deco,15,65508.48
2025-12-22,Jarrón Minimalista Blanco,deco,10,58384.16
2025-12-22,Caja Ratan Organizadora,deco,18,90613.21
2025-12-22,Estante Flotante Roble,deco,13,110531.45
2025-12-22,Sillón Boho Arena,sillones,14,645603.84
2025-12-22,Sillón Terciopelo Verde,sillones,12,592680.19
2025-12-22,Puff Redondo Boucle,sillones,34,802011.58
2025-12-22,Sillón Acapulco Negro,sillones,18,621714.24
2025-12-22,Difusor Bambú 200ml,aromas,31,124707.79
2025-12-22,Vela Soja Lavanda Grande,aromas,25,66581.84
2025-12-22,Set Sales de Baño Botánico,aromas,11,42640.07
2025-12-22,Incienso Palo Santo 10u,aromas,9,12615.48
2025-12-22,Mantel Lino 180cm,mesa,28,160492.64
2025-12-22,Set Servilletas Bordadas,mesa,23,51229.87
2025-12-22,Porta Velas Mesa Hierro,mesa,15,53607.67
2025-12-22,Camino Mesa Ratan,mesa,8,31960.08
2025-12-22,Maceta Terracota XL,jardin,33,240075.69
2025-12-22,Farolito Solar Colgante,jardin,15,65181.24
2025-12-22,Cojín Exterior Rayas,jardin,18,91921.19
2025-12-22,Regadera Cobre Vintage,jardin,19,148267.58
2025-12-29,Set de Bowls Mediterráneo,cocina,9,35344.51
2025-12-29,Tabla de Madera Olivia,cocina,33,204317.2
2025-12-29,Porta Utensilios Cobre,cocina,12,33144.63
2025-12-29,Delantal Lino Natural,cocina,21,65069.79
2025-12-29,Jabonera Mármol Blanco,baño,30,88452.67
2025-12-29,Set Toallas Waffle,baño,23,151549.94
2025-12-29,Porta Cepillo Cerámica,baño,19,35759.79
2025-12-29,Espejo Redondo Nordico,baño,34,438988.42
2025-12-29,Marco Madera Natural 30x40,deco,35,169858.08
2025-12-29,Jarrón Minimalista Blanco,deco,21,130356.24
2025-12-29,Caja Ratan Organizadora,deco,32,173012.89
2025-12-29,Estante Flotante Roble,deco,17,148019.82
2025-12-29,Sillón Boho Arena,sillones,26,1282105.34
2025-12-29,Sillón Terciopelo Verde,sillones,29,1579853.18
2025-12-29,Puff Redondo Boucle,sillones,14,295566.66
2025-12-29,Sillón Acapulco Negro,sillones,30,1105927.2
2025-12-29,Difusor Bambú 200ml,aromas,7,24508.18
2025-12-29,Vela Soja Lavanda Grande,aromas,30,82036.03
2025-12-29,Set Sales de Baño Botánico,aromas,20,81774.34
2025-12-29,Incienso Palo Santo 10u,aromas,11,15629.59
2025-12-29,Mantel Lino 180cm,mesa,18,97389.07
2025-12-29,Set Servilletas Bordadas,mesa,8,16380.39
2025-12-29,Porta Velas Mesa Hierro,mesa,24,90183.86
2025-12-29,Camino Mesa Ratan,mesa,35,162157.13
2025-12-29,Maceta Terracota XL,jardin,23,158667.17
2025-12-29,Farolito Solar Colgante,jardin,20,89585.28
2025-12-29,Cojín Exterior Rayas,jardin,24,127290.01
2025-12-29,Regadera Cobre Vintage,jardin,17,131459.29
2026-01-05,Set de Bowls Mediterráneo,cocina,17,70820.8
2026-01-05,Tabla de Madera Olivia,cocina,22,130631.78
2026-01-05,Porta Utensilios Cobre,cocina,10,27485.04
2026-01-05,Delantal Lino Natural,cocina,22,70081.23
2026-01-05,Jabonera Mármol Blanco,baño,15,41078.02
2026-01-05,Set Toallas Waffle,baño,25,170032.2
2026-01-05,Porta Cepillo Cerámica,baño,9,16099.99
2026-01-05,Espejo Redondo Nordico,baño,7,77898.24
2026-01-05,Marco Madera Natural 30x40,deco,14,61208.78
2026-01-05,Jarrón Minimalista Blanco,deco,9,52607.35
2026-01-05,Caja Ratan Organizadora,deco,20,103586.3
2026-01-05,Estante Flotante Roble,deco,9,75442.67
2026-01-05,Sillón Boho Arena,sillones,7,311614.46
2026-01-05,Sillón Terciopelo Verde,sillones,17,878837.44
2026-01-05,Puff Redondo Boucle,sillones,25,575449.6
2026-01-05,Sillón Acapulco Negro,sillones,8,262057.6
2026-01-05,Difusor Bambú 200ml,aromas,10,36113.38
2026-01-05,Vela Soja Lavanda Grande,aromas,22,58527.96
2026-01-05,Set Sales de Baño Botánico,aromas,30,132767.18
2026-01-05,Incienso Palo Santo 10u,aromas,11,15731.23
2026-01-05,Mantel Lino 180cm,mesa,9,46796.9
2026-01-05,Set Servilletas Bordadas,mesa,12,25385.82
2026-01-05,Porta Velas Mesa Hierro,mesa,20,74756.58
2026-01-05,Camino Mesa Ratan,mesa,30,138863.86
2026-01-05,Maceta Terracota XL,jardin,21,145260.73
2026-01-05,Farolito Solar Colgante,jardin,22,101515.39
2026-01-05,Cojín Exterior Rayas,jardin,29,161351.17
2026-01-05,Regadera Cobre Vintage,jardin,14,107763.33
2026-01-12,Set de Bowls Mediterráneo,cocina,23,99811.76
2026-01-12,Tabla de Madera Olivia,cocina,12,67134.49
2026-01-12,Porta Utensilios Cobre,cocina,20,58877.89
2026-01-12,Delantal Lino Natural,cocina,23,73679.71
2026-01-12,Jabonera Mármol Blanco,baño,16,44240.18
2026-01-12,Set Toallas Waffle,baño,16,102622.21
2026-01-12,Porta Cepillo Cerámica,baño,11,19937.6
2026-01-12,Espejo Redondo Nordico,baño,15,176132.16
2026-01-12,Marco Madera Natural 30x40,deco,24,112427.14
2026-01-12,Jarrón Minimalista Blanco,deco,30,200725.25
2026-01-12,Caja Ratan Organizadora,deco,29,158555.9
2026-01-12,Estante Flotante Roble,deco,22,200304.97
2026-01-12,Sillón Boho Arena,sillones,11,503103.74
2026-01-12,Sillón Terciopelo Verde,sillones,20,1053162.24
2026-01-12,Puff Redondo Boucle,sillones,15,322845.6
2026-01-12,Sillón Acapulco Negro,sillones,25,913262.0
2026-01-12,Difusor Bambú 200ml,aromas,19,72660.92
2026-01-12,Vela Soja Lavanda Grande,aromas,26,70980.0
2026-01-12,Set Sales de Baño Botánico,aromas,30,132621.55
2026-01-12,Incienso Palo Santo 10u,aromas,10,14259.36
2026-01-12,Mantel Lino 180cm,mesa,27,157398.12
2026-01-12,Set Servilletas Bordadas,mesa,13,27699.9
2026-01-12,Porta Velas Mesa Hierro,mesa,6,20427.2
2026-01-12,Camino Mesa Ratan,mesa,17,72829.82
2026-01-12,Maceta Terracota XL,jardin,8,50995.0
2026-01-12,Farolito Solar Colgante,jardin,14,61268.26
2026-01-12,Cojín Exterior Rayas,jardin,27,148464.58
2026-01-12,Regadera Cobre Vintage,jardin,29,244785.1
2026-01-19,Set de Bowls Mediterráneo,cocina,12,48474.32
2026-01-19,Tabla de Madera Olivia,cocina,8,43500.19
2026-01-19,Porta Utensilios Cobre,cocina,15,42536.74
2026-01-19,Delantal Lino Natural,cocina,15,45645.89
2026-01-19,Jabonera Mármol Blanco,baño,17,47203.97
2026-01-19,Set Toallas Waffle,baño,24,161718.34
2026-01-19,Porta Cepillo Cerámica,baño,22,42864.06
2026-01-19,Espejo Redondo Nordico,baño,8,90141.7
2026-01-19,Marco Madera Natural 30x40,deco,13,56758.1
2026-01-19,Jarrón Minimalista Blanco,deco,30,200484.19
2026-01-19,Caja Ratan Organizadora,deco,7,33076.48
2026-01-19,Estante Flotante Roble,deco,27,254533.45
2026-01-19,Sillón Boho Arena,sillones,6,265936.9
2026-01-19,Sillón Terciopelo Verde,sillones,7,338432.64
2026-01-19,Puff Redondo Boucle,sillones,15,324720.0
2026-01-19,Sillón Acapulco Negro,sillones,7,227995.04
2026-01-19,Difusor Bambú 200ml,aromas,16,59857.36
2026-01-19,Vela Soja Lavanda Grande,aromas,24,64779.19
2026-01-19,Set Sales de Baño Botánico,aromas,28,122569.66
2026-01-19,Incienso Palo Santo 10u,aromas,30,48454.56
2026-01-19,Mantel Lino 180cm,mesa,24,136851.26
2026-01-19,Set Servilletas Bordadas,mesa,18,39609.5
2026-01-19,Porta Velas Mesa Hierro,mesa,29,114874.52
2026-01-19,Camino Mesa Ratan,mesa,9,36485.12
2026-01-19,Maceta Terracota XL,jardin,7,44374.62
2026-01-19,Farolito Solar Colgante,jardin,20,91000.8
2026-01-19,Cojín Exterior Rayas,jardin,28,155328.41
2026-01-19,Regadera Cobre Vintage,jardin,29,246046.07
2026-01-26,Set de Bowls Mediterráneo,cocina,8,31501.21
2026-01-26,Tabla de Madera Olivia,cocina,22,130982.93
2026-01-26,Porta Utensilios Cobre,cocina,18,52387.08
2026-01-26,Delantal Lino Natural,cocina,24,77191.49
2026-01-26,Jabonera Mármol Blanco,baño,19,53694.55
2026-01-26,Set Toallas Waffle,baño,12,75037.25
2026-01-26,Porta Cepillo Cerámica,baño,28,56637.15
2026-01-26,Espejo Redondo Nordico,baño,13,150965.57
2026-01-26,Marco Madera Natural 30x40,deco,15,66006.36
2026-01-26,Jarrón Minimalista Blanco,deco,28,184799.28
2026-01-26,Caja Ratan Organizadora,deco,27,145389.17
2026-01-26,Estante Flotante Roble,deco,18,160174.37
2026-01-26,Sillón Boho Arena,sillones,29,1487368.7
2026-01-26,Sillón Terciopelo Verde,sillones,25,1360673.6
2026-01-26,Puff Redondo Boucle,sillones,21,470293.82
2026-01-26,Sillón Acapulco Negro,sillones,18,628820.64
2026-01-26,Difusor Bambú 200ml,aromas,29,117882.26
2026-01-26,Vela Soja Lavanda Grande,aromas,12,29918.05
2026-01-26,Set Sales de Baño Botánico,aromas,22,92686.63
2026-01-26,Incienso Palo Santo 10u,aromas,30,48435.12
2026-01-26,Mantel Lino 180cm,mesa,30,177650.88
2026-01-26,Set Servilletas Bordadas,mesa,28,65570.0
2026-01-26,Porta Velas Mesa Hierro,mesa,16,58347.52
2026-01-26,Camino Mesa Ratan,mesa,26,117584.98
2026-01-26,Maceta Terracota XL,jardin,18,122478.34
2026-01-26,Farolito Solar Colgante,jardin,8,33781.25
2026-01-26,Cojín Exterior Rayas,jardin,9,44191.93
2026-01-26,Regadera Cobre Vintage,jardin,23,187723.72
2026-02-02,Set de Bowls Mediterráneo,cocina,22,94583.6
2026-02-02,Tabla de Madera Olivia,cocina,11,61108.15
2026-02-02,Porta Utensilios Cobre,cocina,28,86392.9
2026-02-02,Delantal Lino Natural,cocina,14,42433.4
2026-02-02,Jabonera Mármol Blanco,baño,6,15504.12
2026-02-02,Set Toallas Waffle,baño,6,35908.08
2026-02-02,Porta Cepillo Cerámica,baño,13,23847.55
2026-02-02,Espejo Redondo Nordico,baño,22,271227.26
2026-02-02,Marco Madera Natural 30x40,deco,27,128200.97
2026-02-02,Jarrón Minimalista Blanco,deco,30,200326.46
2026-02-02,Caja Ratan Organizadora,deco,27,145545.6
2026-02-02,Estante Flotante Roble,deco,13,111725.47
2026-02-02,Sillón Boho Arena,sillones,12,555798.53
2026-02-02,Sillón Terciopelo Verde,sillones,8,390148.1
2026-02-02,Puff Redondo Boucle,sillones,7,143256.96
2026-02-02,Sillón Acapulco Negro,sillones,25,916664.0
2026-02-02,Difusor Bambú 200ml,aromas,18,68452.53
2026-02-02,Vela Soja Lavanda Grande,aromas,23,61912.61
2026-02-02,Set Sales de Baño Botánico,aromas,29,127704.31
2026-02-02,Incienso Palo Santo 10u,aromas,19,28718.42
2026-02-02,Mantel Lino 180cm,mesa,28,164225.6
2026-02-02,Set Servilletas Bordadas,mesa,17,37219.28
2026-02-02,Porta Velas Mesa Hierro,mesa,28,110286.76
2026-02-02,Camino Mesa Ratan,mesa,11,45280.86
2026-02-02,Maceta Terracota XL,jardin,9,57836.45
2026-02-02,Farolito Solar Colgante,jardin,21,96299.28
2026-02-02,Cojín Exterior Rayas,jardin,16,81898.09
2026-02-02,Regadera Cobre Vintage,jardin,28,235494.83
2026-02-09,Set de Bowls Mediterráneo,cocina,17,71090.41
2026-02-09,Tabla de Madera Olivia,cocina,12,66798.18
2026-02-09,Porta Utensilios Cobre,cocina,17,49150.13
2026-02-09,Delantal Lino Natural,cocina,28,92217.71
2026-02-09,Jabonera Mármol Blanco,baño,26,76646.17
2026-02-09,Set Toallas Waffle,baño,14,88875.7
2026-02-09,Porta Cepillo Cerámica,baño,24,47478.72
2026-02-09,Espejo Redondo Nordico,baño,9,101943.36
2026-02-09,Marco Madera Natural 30x40,deco,16,71084.16
2026-02-09,Jarrón Minimalista Blanco,deco,19,118640.62
2026-02-09,Caja Ratan Organizadora,deco,21,109555.59
2026-02-09,Estante Flotante Roble,deco,25,232952.16
2026-02-09,Sillón Boho Arena,sillones,10,455055.36
2026-02-09,Sillón Terciopelo Verde,sillones,20,1051098.88
2026-02-09,Puff Redondo Boucle,sillones,6,121720.9
2026-02-09,Sillón Acapulco Negro,sillones,9,297813.6
2026-02-09,Difusor Bambú 200ml,aromas,17,64186.56
2026-02-09,Vela Soja Lavanda Grande,aromas,17,43917.83
2026-02-09,Set Sales de Baño Botánico,aromas,26,111887.36
2026-02-09,Incienso Palo Santo 10u,aromas,20,30311.52
2026-02-09,Mantel Lino 180cm,mesa,16,87141.12
2026-02-09,Set Servilletas Bordadas,mesa,22,49515.91
2026-02-09,Porta Velas Mesa Hierro,mesa,30,119416.46
2026-02-09,Camino Mesa Ratan,mesa,7,28052.24
2026-02-09,Maceta Terracota XL,jardin,18,122072.95
2026-02-09,Farolito Solar Colgante,jardin,7,29281.9
2026-02-09,Cojín Exterior Rayas,jardin,9,44114.05
2026-02-09,Regadera Cobre Vintage,jardin,20,160083.07
2026-02-16,Set de Bowls Mediterráneo,cocina,19,80356.68
2026-02-16,Tabla de Madera Olivia,cocina,29,179782.92
2026-02-16,Porta Utensilios Cobre,cocina,10,27556.03
2026-02-16,Delantal Lino Natural,cocina,12,35657.84
2026-02-16,Jabonera Mármol Blanco,baño,6,15540.4
2026-02-16,Set Toallas Waffle,baño,13,81681.08
2026-02-16,Porta Cepillo Cerámica,baño,25,49536.04
2026-02-16,Espejo Redondo Nordico,baño,9,101442.24
2026-02-16,Marco Madera Natural 30x40,deco,26,123244.99
2026-02-16,Jarrón Minimalista Blanco,deco,8,46310.53
2026-02-16,Caja Ratan Organizadora,deco,9,43226.05
2026-02-16,Estante Flotante Roble,deco,7,57851.28
2026-02-16,Sillón Boho Arena,sillones,15,707408.64
2026-02-16,Sillón Terciopelo Verde,sillones,15,765672.96
2026-02-16,Puff Redondo Boucle,sillones,17,371720.1
2026-02-16,Sillón Acapulco Negro,sillones,15,514794.0
2026-02-16,Difusor Bambú 200ml,aromas,29,118129.11
2026-02-16,Vela Soja Lavanda Grande,aromas,29,80844.48
2026-02-16,Set Sales de Baño Botánico,aromas,20,82879.04
2026-02-16,Incienso Palo Santo 10u,aromas,27,42928.06
2026-02-16,Mantel Lino 180cm,mesa,27,156949.06
2026-02-16,Set Servilletas Bordadas,mesa,20,44507.58
2026-02-16,Porta Velas Mesa Hierro,mesa,12,42572.14
2026-02-16,Camino Mesa Ratan,mesa,15,63077.9
2026-02-16,Maceta Terracota XL,jardin,29,211281.66
2026-02-16,Farolito Solar Colgante,jardin,21,96429.31
2026-02-16,Cojín Exterior Rayas,jardin,16,82214.91
2026-02-16,Regadera Cobre Vintage,jardin,22,178310.46
2026-02-23,Set de Bowls Mediterráneo,cocina,24,104557.82
2026-02-23,Tabla de Madera Olivia,cocina,17,98308.14
2026-02-23,Porta Utensilios Cobre,cocina,19,55550.5
2026-02-23,Delantal Lino Natural,cocina,20,62753.92
2026-02-23,Jabonera Mármol Blanco,baño,27,79833.6
2026-02-23,Set Toallas Waffle,baño,11,68458.1
2026-02-23,Porta Cepillo Cerámica,baño,21,40785.46
2026-02-23,Espejo Redondo Nordico,baño,20,242784.0
2026-02-23,Marco Madera Natural 30x40,deco,16,71316.86
2026-02-23,Jarrón Minimalista Blanco,deco,30,200805.6
2026-02-23,Caja Ratan Organizadora,deco,26,139403.97
2026-02-23,Estante Flotante Roble,deco,17,150171.91
2026-02-23,Sillón Boho Arena,sillones,23,1140529.15
2026-02-23,Sillón Terciopelo Verde,sillones,13,652897.02
2026-02-23,Puff Redondo Boucle,sillones,24,548123.14
2026-02-23,Sillón Acapulco Negro,sillones,6,193357.92
2026-02-23,Difusor Bambú 200ml,aromas,11,40053.76
2026-02-23,Vela Soja Lavanda Grande,aromas,26,71023.26
2026-02-23,Set Sales de Baño Botánico,aromas,20,83322.5
2026-02-23,Incienso Palo Santo 10u,aromas,14,20513.81
2026-02-23,Mantel Lino 180cm,mesa,18,98950.9
2026-02-23,Set Servilletas Bordadas,mesa,22,49672.34
2026-02-23,Porta Velas Mesa Hierro,mesa,28,109998.34
2026-02-23,Camino Mesa Ratan,mesa,9,36355.09
2026-02-23,Maceta Terracota XL,jardin,20,137710.34
2026-02-23,Farolito Solar Colgante,jardin,6,24900.05
2026-02-23,Cojín Exterior Rayas,jardin,19,99554.04
2026-02-23,Regadera Cobre Vintage,jardin,18,142400.22
2026-03-02,Set de Bowls Mediterráneo,cocina,28,126994.83
2026-03-02,Tabla de Madera Olivia,cocina,16,92473.34
2026-03-02,Porta Utensilios Cobre,cocina,9,24812.54
2026-03-02,Delantal Lino Natural,cocina,19,59786.8
2026-03-02,Jabonera Mármol Blanco,baño,11,29589.68
2026-03-02,Set Toallas Waffle,baño,10,62180.56
2026-03-02,Porta Cepillo Cerámica,baño,25,50209.4
2026-03-02,Espejo Redondo Nordico,baño,23,289570.37
2026-03-02,Marco Madera Natural 30x40,deco,7,29325.24
2026-03-02,Jarrón Minimalista Blanco,deco,9,53071.6
2026-03-02,Caja Ratan Organizadora,deco,8,38427.07
2026-03-02,Estante Flotante Roble,deco,8,66823.19
2026-03-02,Sillón Boho Arena,sillones,8,361095.17
2026-03-02,Sillón Terciopelo Verde,sillones,23,1251360.45
2026-03-02,Puff Redondo Boucle,sillones,14,302273.66
2026-03-02,Sillón Acapulco Negro,sillones,18,636773.76
2026-03-02,Difusor Bambú 200ml,aromas,5,17520.43
2026-03-02,Vela Soja Lavanda Grande,aromas,14,35877.0
2026-03-02,Set Sales de Baño Botánico,aromas,12,47757.06
2026-03-02,Incienso Palo Santo 10u,aromas,25,39798.6
2026-03-02,Mantel Lino 180cm,mesa,5,25317.16
2026-03-02,Set Servilletas Bordadas,mesa,16,35180.29
2026-03-02,Porta Velas Mesa Hierro,mesa,5,17047.82
2026-03-02,Camino Mesa Ratan,mesa,14,59087.5
2026-03-02,Maceta Terracota XL,jardin,12,78881.74
2026-03-02,Farolito Solar Colgante,jardin,12,52224.48
2026-03-02,Cojín Exterior Rayas,jardin,26,144311.4
2026-03-02,Regadera Cobre Vintage,jardin,25,209956.72
2026-03-09,Set de Bowls Mediterráneo,cocina,6,23284.8
2026-03-09,Tabla de Madera Olivia,cocina,24,146298.09
2026-03-09,Porta Utensilios Cobre,cocina,26,80454.82
2026-03-09,Delantal Lino Natural,cocina,22,70627.92
2026-03-09,Jabonera Mármol Blanco,baño,14,38480.6
2026-03-09,Set Toallas Waffle,baño,12,75823.49
2026-03-09,Porta Cepillo Cerámica,baño,8,14294.08
2026-03-09,Espejo Redondo Nordico,baño,7,78211.39
2026-03-09,Marco Madera Natural 30x40,deco,11,47576.23
2026-03-09,Jarrón Minimalista Blanco,deco,17,105634.41
2026-03-09,Caja Ratan Organizadora,deco,12,59189.7
2026-03-09,Estante Flotante Roble,deco,19,172051.81
2026-03-09,Sillón Boho Arena,sillones,14,659140.61
2026-03-09,Sillón Terciopelo Verde,sillones,11,551453.76
2026-03-09,Puff Redondo Boucle,sillones,23,529648.42
2026-03-09,Sillón Acapulco Negro,sillones,25,929964.0
2026-03-09,Difusor Bambú 200ml,aromas,25,100604.24
2026-03-09,Vela Soja Lavanda Grande,aromas,19,50236.24
2026-03-09,Set Sales de Baño Botánico,aromas,11,43474.96
2026-03-09,Incienso Palo Santo 10u,aromas,15,22258.44
2026-03-09,Mantel Lino 180cm,mesa,24,139117.44
2026-03-09,Set Servilletas Bordadas,mesa,20,45115.84
2026-03-09,Porta Velas Mesa Hierro,mesa,24,93497.16
2026-03-09,Camino Mesa Ratan,mesa,12,49829.09
2026-03-09,Maceta Terracota XL,jardin,16,108343.91
2026-03-09,Farolito Solar Colgante,jardin,15,66995.64
2026-03-09,Cojín Exterior Rayas,jardin,25,137556.64
2026-03-09,Regadera Cobre Vintage,jardin,9,67537.04
2026-03-16,Set de Bowls Mediterráneo,cocina,17,71835.25
2026-03-16,Tabla de Madera Olivia,cocina,18,105686.21
2026-03-16,Porta Utensilios Cobre,cocina,25,76967.16
2026-03-16,Delantal Lino Natural,cocina,21,67108.2
2026-03-16,Jabonera Mármol Blanco,baño,16,44523.32
2026-03-16,Set Toallas Waffle,baño,14,89493.04
2026-03-16,Porta Cepillo Cerámica,baño,19,36873.98
2026-03-16,Espejo Redondo Nordico,baño,7,78145.54
2026-03-16,Marco Madera Natural 30x40,deco,8,33762.82
2026-03-16,Jarrón Minimalista Blanco,deco,16,98604.8
2026-03-16,Caja Ratan Organizadora,deco,19,98889.16
2026-03-16,Estante Flotante Roble,deco,12,103541.32
2026-03-16,Sillón Boho Arena,sillones,27,1389664.51
2026-03-16,Sillón Terciopelo Verde,sillones,9,442076.54
2026-03-16,Puff Redondo Boucle,sillones,22,502647.55
2026-03-16,Sillón Acapulco Negro,sillones,9,298579.68
2026-03-16,Difusor Bambú 200ml,aromas,24,95758.54
2026-03-16,Vela Soja Lavanda Grande,aromas,11,27596.94
2026-03-16,Set Sales de Baño Botánico,aromas,10,39196.66
2026-03-16,Incienso Palo Santo 10u,aromas,9,12821.98
2026-03-16,Mantel Lino 180cm,mesa,20,112861.76
2026-03-16,Set Servilletas Bordadas,mesa,27,63887.79
2026-03-16,Porta Velas Mesa Hierro,mesa,15,54877.51
2026-03-16,Camino Mesa Ratan,mesa,24,108716.66
2026-03-16,Maceta Terracota XL,jardin,18,123929.51
2026-03-16,Farolito Solar Colgante,jardin,8,33966.72
2026-03-16,Cojín Exterior Rayas,jardin,27,150320.1
2026-03-16,Regadera Cobre Vintage,jardin,17,134547.11
2026-03-23,Set de Bowls Mediterráneo,cocina,14,57690.8
2026-03-23,Tabla de Madera Olivia,cocina,17,99188.44
2026-03-23,Porta Utensilios Cobre,cocina,23,69849.31
2026-03-23,Delantal Lino Natural,cocina,17,52996.81
2026-03-23,Jabonera Mármol Blanco,baño,11,29519.71
2026-03-23,Set Toallas Waffle,baño,17,110892.5
2026-03-23,Porta Cepillo Cerámica,baño,21,41108.49
2026-03-23,Espejo Redondo Nordico,baño,23,288267.65
2026-03-23,Marco Madera Natural 30x40,deco,15,67032.36
2026-03-23,Jarrón Minimalista Blanco,deco,26,172027.48
2026-03-23,Caja Ratan Organizadora,deco,23,122583.19
2026-03-23,Estante Flotante Roble,deco,10,85266.27
2026-03-23,Sillón Boho Arena,sillones,6,266628.1
2026-03-23,Sillón Terciopelo Verde,sillones,23,1254996.29
2026-03-23,Puff Redondo Boucle,sillones,8,165096.45
2026-03-23,Sillón Acapulco Negro,sillones,16,559104.0
2026-03-23,Difusor Bambú 200ml,aromas,19,73560.83
2026-03-23,Vela Soja Lavanda Grande,aromas,9,22130.04
2026-03-23,Set Sales de Baño Botánico,aromas,22,93660.79
2026-03-23,Incienso Palo Santo 10u,aromas,21,32473.22
2026-03-23,Mantel Lino 180cm,mesa,13,69542.62
2026-03-23,Set Servilletas Bordadas,mesa,9,18813.8
2026-03-23,Porta Velas Mesa Hierro,mesa,21,80070.78
2026-03-23,Camino Mesa Ratan,mesa,8,32450.48
2026-03-23,Maceta Terracota XL,jardin,16,108415.28
2026-03-23,Farolito Solar Colgante,jardin,8,33892.99
2026-03-23,Cojín Exterior Rayas,jardin,23,124722.71
2026-03-23,Regadera Cobre Vintage,jardin,23,189703.52
2026-03-30,Set de Bowls Mediterráneo,cocina,18,76456.4
2026-03-30,Tabla de Madera Olivia,cocina,9,49650.13
2026-03-30,Porta Utensilios Cobre,cocina,9,24690.6
2026-03-30,Delantal Lino Natural,cocina,5,14273.14
2026-03-30,Jabonera Mármol Blanco,baño,9,23808.15
2026-03-30,Set Toallas Waffle,baño,13,82421.98
2026-03-30,Porta Cepillo Cerámica,baño,14,26103.75
2026-03-30,Espejo Redondo Nordico,baño,13,152513.09
2026-03-30,Marco Madera Natural 30x40,deco,14,61805.52
2026-03-30,Jarrón Minimalista Blanco,deco,12,72240.61
2026-03-30,Caja Ratan Organizadora,deco,23,122496.86
2026-03-30,Estante Flotante Roble,deco,9,75983.5
2026-03-30,Sillón Boho Arena,sillones,22,1096939.01
2026-03-30,Sillón Terciopelo Verde,sillones,14,715105.66
2026-03-30,Puff Redondo Boucle,sillones,5,101441.12
2026-03-30,Sillón Acapulco Negro,sillones,12,407447.04
2026-03-30,Difusor Bambú 200ml,aromas,15,56479.25
2026-03-30,Vela Soja Lavanda Grande,aromas,6,14464.07
2026-03-30,Set Sales de Baño Botánico,aromas,8,30779.0
2026-03-30,Incienso Palo Santo 10u,aromas,22,34256.11
2026-03-30,Mantel Lino 180cm,mesa,14,75749.52
2026-03-30,Set Servilletas Bordadas,mesa,26,61031.03
2026-03-30,Porta Velas Mesa Hierro,mesa,11,39228.94
2026-03-30,Camino Mesa Ratan,mesa,10,40977.97
