week;channel;campaign;categoria;cost;impressions;clicks;revenue;cpc;cpm;ctr;roas
2025-08-04;Google Ads;mesa;mesa;2777,24;75233;1473;13867,76;1,89;36,92;1,96;4,99
2025-08-04;Google Ads;sillones;sillones;3007,96;81620;1572;16245,27;1,91;36,85;1,93;5,4
2025-08-04;Meta Ads;aromas;aromas;1839,75;48565;978;13242,15;1,88;37,88;2,01;7,2
2025-08-04;Meta Ads;bano;bano;2153,44;55222;1141;7457,23;1,89;39,0;2,07;3,46
2025-08-04;Meta Ads;cocina;cocina;1718,57;38360;862;8564,42;1,99;44,8;2,25;4,98
2025-08-04;Meta Ads;deco;deco;3201,66;77845;1696;11136,91;1,89;41,13;2,18;3,48
2025-08-04;Meta Ads;jardin;jardin;2089,84;50644;1085;9111,28;1,93;41,27;2,14;4,36
2025-08-04;Meta Ads;mesa;mesa;2278,12;60347;1208;8068,65;1,89;37,75;2,0;3,54
2025-08-04;Meta Ads;sillones;sillones;2407,97;56875;1245;7034,07;1,93;42,34;2,19;2,92
2025-08-11;Google Ads;aromas;aromas;1557,65;42359;799;3128,1;1,95;36,77;1,89;2,01
2025-08-11;Google Ads;bano;bano;2485,08;67266;1326;12501,15;1,87;36,94;1,97;5,03
2025-08-11;Google Ads;cocina;cocina;3318,15;89833;1768;22056,54;1,88;36,94;1,97;6,65
2025-08-11;Google Ads;deco;deco;4147,51;112126;2237;15665,31;1,85;36,99;2,0;3,78
2025-08-11;Google Ads;jardin;jardin;2827,26;76567;1503;10284,1;1,88;36,93;1,96;3,64
2025-08-11;Google Ads;mesa;mesa;2051,76;55887;1037;8701,43;1,98;36,71;1,86;4,24
2025-08-11;Google Ads;sillones;sillones;3030,46;82220;1586;13399,36;1,91;36,86;1,93;4,42
2025-08-11;Meta Ads;aromas;aromas;1672,6;41225;880;10501,79;1,9;40,57;2,13;6,28
2025-08-11;Meta Ads;bano;bano;1784,32;40434;926;3531,2;1,93;44,13;2,29;1,98
2025-08-11;Meta Ads;cocina;cocina;2009,28;49411;1032;8758,53;1,95;40,66;2,09;4,36
2025-08-11;Meta Ads;deco;deco;2863,06;66998;1498;7174,66;1,91;42,73;2,24;2,51
2025-08-11;Meta Ads;jardin;jardin;1790,93;43820;911;9019,23;1,97;40,87;2,08;5,04
2025-08-11;Meta Ads;mesa;mesa;1737,42;41554;892;7602,81;1,95;41,81;2,15;4,38
2025-08-11;Meta Ads;sillones;sillones;2611,96;67893;1364;3734,27;1,91;38,47;2,01;1,43
2025-08-18;Google Ads;aromas;aromas;1673,52;45448;869;4832,32;1,93;36,82;1,91;2,89
2025-08-18;Google Ads;bano;bano;2137,48;57997;1118;10527,86;1,91;36,86;1,93;4,93
2025-08-18;Google Ads;cocina;cocina;2426,93;66067;1234;14955,52;1,97;36,73;1,87;6,16
2025-08-18;Google Ads;deco;deco;2533,96;69098;1269;9657,99;2,0;36,67;1,84;3,81
2025-08-18;Google Ads;jardin;jardin;2668,07;72322;1407;6204,49;1,9;36,89;1,95;2,33
2025-08-18;Google Ads;mesa;mesa;2138,62;58203;1090;9396,24;1,96;36,74;1,87;4,39
2025-08-18;Google Ads;sillones;sillones;3664,53;99129;1966;18369,78;1,86;36,97;1,98;5,01
2025-08-18;Meta Ads;aromas;aromas;1213,52;26743;612;8922,96;1,98;45,38;2,29;7,35
2025-08-18;Meta Ads;bano;bano;1689,03;40811;871;5957,24;1,94;41,39;2,13;3,53
2025-08-18;Meta Ads;cocina;cocina;2141,45;47604;1109;9251,02;1,93;44,98;2,33;4,32
2025-08-18;Meta Ads;deco;deco;2219,86;51953;1123;6161,0;1,98;42,73;2,16;2,78
2025-08-18;Meta Ads;jardin;jardin;2590,21;59353;1377;11053,62;1,88;43,64;2,32;4,27
2025-08-18;Meta Ads;mesa;mesa;1847,69;47553;957;7977,92;1,93;38,86;2,01;4,32
2025-08-18;Meta Ads;sillones;sillones;2698,54;69176;1415;5506,64;1,91;39,01;2,05;2,04
2025-08-25;Google Ads;aromas;aromas;2109,46;57074;1130;3330,29;1,87;36,96;1,98;1,58
2025-08-25;Google Ads;bano;bano;2586,62;69974;1387;15548,02;1,86;36,97;1,98;6,01
2025-08-25;Google Ads;cocina;cocina;2890,37;78426;1512;17833,24;1,91;36,85;1,93;6,17
2025-08-25;Google Ads;deco;deco;3086,51;83832;1600;11277,86;1,93;36,82;1,91;3,65
2025-08-25;Google Ads;jardin;jardin;2897,75;78447;1545;7916,36;1,88;36,94;1,97;2,73
2025-08-25;Google Ads;mesa;mesa;3115,16;84244;1675;11382,17;1,86;36,98;1,99;3,65
2025-08-25;Google Ads;sillones;sillones;3537,49;95741;1890;18490,04;1,87;36,95;1,97;5,23
2025-08-25;Meta Ads;aromas;aromas;1583,01;35925;828;9856,07;1,91;44,06;2,3;6,23
2025-08-25;Meta Ads;bano;bano;2211,37;55191;1175;7940,06;1,88;40,07;2,13;3,59
2025-08-25;Meta Ads;cocina;cocina;1904,15;42598;971;11070,0;1,96;44,7;2,28;5,81
2025-08-25;Meta Ads;deco;deco;2681,57;66214;1392;10158,97;1,93;40,5;2,1;3,79
2025-08-25;Meta Ads;jardin;jardin;1615,6;35856;809;7492,41;2,0;45,06;2,26;4,64
2025-08-25;Meta Ads;mesa;mesa;1468,33;36164;735;6375,08;2,0;40,6;2,03;4,34
2025-08-25;Meta Ads;sillones;sillones;2918,35;68299;1543;7077,76;1,89;42,73;2,26;2,43
2025-09-01;Google Ads;aromas;aromas;2362,51;63980;1256;4413,59;1,88;36,93;1,96;1,87
2025-09-01;Google Ads;bano;bano;3192,07;86312;1719;16262,77;1,86;36,98;1,99;5,09
2025-09-01;Google Ads;cocina;cocina;3306,01;89770;1718;20880,89;1,92;36,83;1,91;6,32
2025-09-01;Google Ads;deco;deco;3902,06;105875;2041;16225,16;1,91;36,86;1,93;4,16
2025-09-01;Google Ads;jardin;jardin;3187,59;86402;1682;9730,63;1,9;36,89;1,95;3,05
2025-09-01;Google Ads;mesa;mesa;3777,11;102123;2035;17255,27;1,86;36,99;1,99;4,57
2025-09-01;Google Ads;sillones;sillones;3139,04;85388;1606;14106,59;1,95;36,76;1,88;4,49
2025-09-01;Meta Ads;aromas;aromas;1728,74;41067;885;11963,92;1,95;42,1;2,16;6,92
2025-09-01;Meta Ads;bano;bano;1889,87;44972;954;5676,04;1,98;42,02;2,12;3,0
2025-09-01;Meta Ads;cocina;cocina;2894,13;70754;1507;14050,83;1,92;40,9;2,13;4,85
2025-09-01;Meta Ads;deco;deco;4262,37;103322;2264;16631,09;1,88;41,25;2,19;3,9
2025-09-01;Meta Ads;jardin;jardin;3067,5;71160;1616;15359,77;1,9;43,11;2,27;5,01
2025-09-01;Meta Ads;mesa;mesa;2668,26;69301;1400;10887,46;1,91;38,5;2,02;4,08
2025-09-01;Meta Ads;sillones;sillones;3982,44;99232;2117;10098,59;1,88;40,13;2,13;2,54
2025-09-08;Google Ads;aromas;aromas;1850,95;50339;949;4722,62;1,95;36,77;1,89;2,55
2025-09-08;Google Ads;bano;bano;3228,08;87272;1740;20021,46;1,86;36,99;1,99;6,2
2025-09-08;Google Ads;cocina;cocina;2690,55;73358;1349;16103,0;1,99;36,68;1,84;5,99
2025-09-08;Google Ads;deco;deco;5025,11;135823;2715;22764,55;1,85;37,0;2,0;4,53
2025-09-08;Google Ads;jardin;jardin;2586,73;70379;1321;8479,35;1,96;36,75;1,88;3,28
2025-09-08;Google Ads;mesa;mesa;3040,49;82480;1593;15678,65;1,91;36,86;1,93;5,16
2025-09-08;Google Ads;sillones;sillones;3970,64;107564;2105;19755,6;1,89;36,91;1,96;4,98
2025-09-08;Meta Ads;aromas;aromas;2456,49;58586;1309;17143,65;1,88;41,93;2,23;6,98
2025-09-08;Meta Ads;bano;bano;2601,48;60634;1369;7456,93;1,9;42,9;2,26;2,87
2025-09-08;Meta Ads;cocina;cocina;2691,86;66481;1389;13746,68;1,94;40,49;2,09;5,11
2025-09-08;Meta Ads;deco;deco;4190,19;101009;2222;17049,38;1,89;41,48;2,2;4,07
2025-09-08;Meta Ads;jardin;jardin;2721,97;68095;1415;12804,53;1,92;39,97;2,08;4,7
2025-09-08;Meta Ads;mesa;mesa;2902,01;68925;1536;11134,49;1,89;42,1;2,23;3,84
2025-09-08;Meta Ads;sillones;sillones;4048,27;102455;2155;6555,04;1,88;39,51;2,1;1,62
2025-09-15;Google Ads;aromas;aromas;2540,78;68734;1363;6276,9;1,86;36,97;1,98;2,47
2025-09-15;Google Ads;bano;bano;2735,82;74145;1445;13263,15;1,89;36,9;1,95;4,85
2025-09-15;Google Ads;cocina;cocina;3049,18;82921;1564;21922,87;1,95;36,77;1,89;7,19
2025-09-15;Google Ads;deco;deco;4298,04;116434;2279;18506,84;1,89;36,91;1,96;4,31
2025-09-15;Google Ads;jardin;jardin;2397,26;65327;1207;8787,3;1,99;36,7;1,85;3,67
2025-09-15;Google Ads;mesa;mesa;2384,34;64982;1200;9259,11;1,99;36,69;1,85;3,88
2025-09-15;Google Ads;sillones;sillones;3462,79;94021;1800;18936,06;1,92;36,83;1,91;5,47
2025-09-15;Meta Ads;aromas;aromas;1595,78;34746;807;12064,89;1,98;45,93;2,32;7,56
2025-09-15;Meta Ads;bano;bano;1925,51;44775;975;3872,66;1,97;43,0;2,18;2,01
2025-09-15;Meta Ads;cocina;cocina;3358,77;76522;1778;19902,66;1,89;43,89;2,32;5,93
2025-09-15;Meta Ads;deco;deco;3119,93;79841;1597;9265,01;1,95;39,08;2,0;2,97
2025-09-15;Meta Ads;jardin;jardin;2093,0;46609;1048;8080,36;2,0;44,91;2,25;3,86
2025-09-15;Meta Ads;mesa;mesa;2868,02;66865;1516;10139,37;1,89;42,89;2,27;3,54
2025-09-15;Meta Ads;sillones;sillones;2770,52;70452;1410;5680,95;1,96;39,32;2,0;2,05
2025-09-22;Google Ads;aromas;aromas;1704,32;46428;861;5388,17;1,98;36,71;1,85;3,16
2025-09-22;Google Ads;bano;bano;2372,09;64446;1227;14678,21;1,93;36,81;1,9;6,19
2025-09-22;Google Ads;cocina;cocina;3432,44;93142;1794;24292,27;1,91;36,85;1,93;7,08
2025-09-22;Google Ads;deco;deco;3312,79;90161;1687;12635,38;1,96;36,74;1,87;3,81
2025-09-22;Google Ads;jardin;jardin;2421,51;65974;1222;9492,95;1,98;36,7;1,85;3,92
2025-09-22;Google Ads;mesa;mesa;3239,09;87776;1712;15401,42;1,89;36,9;1,95;4,75
2025-09-22;Google Ads;sillones;sillones;3435,01;93280;1784;16808,05;1,93;36,82;1,91;4,89
2025-09-22;Meta Ads;aromas;aromas;1677,95;37351;855;10840,13;1,96;44,92;2,29;6,46
2025-09-22;Meta Ads;bano;bano;2747,49;71410;1454;5317,16;1,89;38,47;2,04;1,94
2025-09-22;Meta Ads;cocina;cocina;2449,96;61757;1248;14498,91;1,96;39,67;2,02;5,92
2025-09-22;Meta Ads;deco;deco;4349,86;113637;2315;18137,52;1,88;38,28;2,04;4,17
2025-09-22;Meta Ads;jardin;jardin;2548,72;62754;1314;10633,87;1,94;40,61;2,09;4,17
2025-09-22;Meta Ads;mesa;mesa;2665,88;68173;1398;9835,5;1,91;39,1;2,05;3,69
2025-09-22;Meta Ads;sillones;sillones;2907,96;67457;1490;7477,06;1,95;43,11;2,21;2,57
2025-09-29;Google Ads;aromas;aromas;2406,72;65159;1282;5467,88;1,88;36,94;1,97;2,27
2025-09-29;Google Ads;bano;bano;2493,11;67673;1300;13886,92;1,92;36,84;1,92;5,57
2025-09-29;Google Ads;cocina;cocina;3114,75;84670;1603;21916,07;1,94;36,79;1,89;7,04
2025-09-29;Google Ads;deco;deco;3658,2;99372;1895;12888,06;1,93;36,81;1,91;3,52
2025-09-29;Google Ads;jardin;jardin;2718,08;73882;1400;7619,27;1,94;36,79;1,89;2,8
2025-09-29;Google Ads;mesa;mesa;3520,07;95269;1881;14699,74;1,87;36,95;1,97;4,18
2025-09-29;Google Ads;sillones;sillones;4024,5;109000;2138;16217,53;1,88;36,92;1,96;4,03
2025-09-29;Meta Ads;aromas;aromas;1618,35;39888;820;10331,29;1,97;40,57;2,06;6,38
2025-09-29;Meta Ads;bano;bano;2743,8;72463;1452;6159,01;1,89;37,86;2,0;2,24
2025-09-29;Meta Ads;cocina;cocina;3223,29;79990;1699;15607,69;1,9;40,3;2,12;4,84
2025-09-29;Meta Ads;deco;deco;2935,67;70619;1490;8643,85;1,97;41,57;2,11;2,94
2025-09-29;Meta Ads;jardin;jardin;3225,92;81113;1709;17809,66;1,89;39,77;2,11;5,52
2025-09-29;Meta Ads;mesa;mesa;2972,48;70572;1577;12401,13;1,88;42,12;2,23;4,17
2025-09-29;Meta Ads;sillones;sillones;3658,05;82036;1928;7609,48;1,9;44,59;2,35;2,08
2025-10-06;Google Ads;aromas;aromas;2714,32;73362;1467;7727,72;1,85;37,0;2,0;2,85
2025-10-06;Google Ads;bano;bano;2343,3;63678;1210;12297,87;1,94;36,8;1,9;5,25
2025-10-06;Google Ads;cocina;cocina;2679,32;73059;1342;17234,24;2,0;36,67;1,84;6,43
2025-10-06;Google Ads;deco;deco;4593,91;124324;2456;18767,04;1,87;36,95;1,98;4,09
2025-10-06;Google Ads;jardin;jardin;3236,73;87713;1711;8434,01;1,89;36,9;1,95;2,61
2025-10-06;Google Ads;mesa;mesa;2848,02;77347;1478;9785,8;1,93;36,82;1,91;3,44
2025-10-06;Google Ads;sillones;sillones;3626,28;98381;1899;15075,61;1,91;36,86;1,93;4,16
2025-10-06;Meta Ads;aromas;aromas;2295,02;56679;1215;13941,74;1,89;40,49;2,14;6,07
2025-10-06;Meta Ads;bano;bano;2396,2;54352;1249;8499,75;1,92;44,09;2,3;3,55
2025-10-06;Meta Ads;cocina;cocina;2232,74;55533;1121;10321,78;1,99;40,21;2,02;4,62
2025-10-06;Meta Ads;deco;deco;4132,81;94886;2188;11140,65;1,89;43,56;2,31;2,7
2025-10-06;Meta Ads;jardin;jardin;2645,32;64433;1370;13544,36;1,93;41,06;2,13;5,12
2025-10-06;Meta Ads;mesa;mesa;2221,08;50728;1139;8678,2;1,95;43,78;2,25;3,91
2025-10-06;Meta Ads;sillones;sillones;3020,99;67379;1556;5365,82;1,94;44,84;2,31;1,78
2025-10-13;Google Ads;aromas;aromas;2038,04;55328;1061;6410,21;1,92;36,84;1,92;3,15
2025-10-13;Google Ads;bano;bano;3176,14;85887;1709;16315,39;1,86;36,98;1,99;5,14
2025-10-13;Google Ads;cocina;cocina;4453,62;120373;2407;25829,3;1,85;37,0;2,0;5,8
2025-10-13;Google Ads;deco;deco;4844,93;131018;2607;17691,65;1,86;36,98;1,99;3,65
2025-10-13;Google Ads;jardin;jardin;2751,47;74773;1420;7152,23;1,94;36,8;1,9;2,6
2025-10-13;Google Ads;mesa;mesa;2519,0;68573;1280;12489,86;1,97;36,73;1,87;4,96
2025-10-13;Google Ads;sillones;sillones;3022,8;82288;1536;16937,53;1,97;36,73;1,87;5,6
2025-10-13;Meta Ads;aromas;aromas;1617,96;37857;820;9816,23;1,97;42,74;2,17;6,07
2025-10-13;Meta Ads;bano;bano;2378,14;54537;1239;8557,26;1,92;43,61;2,27;3,6
2025-10-13;Meta Ads;cocina;cocina;3476,38;88408;1846;18767,38;1,88;39,32;2,09;5,4
2025-10-13;Meta Ads;deco;deco;4184,67;104829;2218;11241,28;1,89;39,92;2,12;2,69
2025-10-13;Meta Ads;jardin;jardin;2985,86;76614;1569;15653,97;1,9;38,97;2,05;5,24
2025-10-13;Meta Ads;mesa;mesa;2657,23;68675;1393;10347,89;1,91;38,69;2,03;3,89
2025-10-13;Meta Ads;sillones;sillones;3395,37;78924;1774;5022,36;1,91;43,02;2,25;1,48
2025-10-20;Google Ads;aromas;aromas;1745,55;47528;886;3762,46;1,97;36,73;1,86;2,16
2025-10-20;Google Ads;bano;bano;2776,79;75238;1470;15555,02;1,89;36,91;1,95;5,6
2025-10-20;Google Ads;cocina;cocina;3247,51;88210;1683;22536,29;1,93;36,82;1,91;6,94
2025-10-20;Google Ads;deco;deco;4714,1;127529;2528;17130,76;1,86;36,96;1,98;3,63
2025-10-20;Google Ads;jardin;jardin;3518,18;95218;1880;12184,93;1,87;36,95;1,97;3,46
2025-10-20;Google Ads;mesa;mesa;3595,04;97268;1926;16304,44;1,87;36,96;1,98;4,54
2025-10-20;Google Ads;sillones;sillones;2906,38;79183;1467;13191,3;1,98;36,7;1,85;4,54
2025-10-20;Meta Ads;aromas;aromas;2065,64;52204;1081;14032,97;1,91;39,57;2,07;6,79
2025-10-20;Meta Ads;bano;bano;2668,49;64318;1408;5409,72;1,9;41,49;2,19;2,03
2025-10-20;Meta Ads;cocina;cocina;3556,96;81780;1893;16395,52;1,88;43,49;2,31;4,61
2025-10-20;Meta Ads;deco;deco;4388,0;104168;2337;18557,99;1,88;42,12;2,24;4,23
2025-10-20;Meta Ads;jardin;jardin;2716,28;62750;1411;13512,13;1,93;43,29;2,25;4,97
2025-10-20;Meta Ads;mesa;mesa;2808,46;70043;1482;12322,46;1,9;40,1;2,12;4,39
2025-10-20;Meta Ads;sillones;sillones;3114,7;68495;1611;5329,87;1,93;45,47;2,35;1,71
2025-10-27;Google Ads;aromas;aromas;2287,21;61972;1211;6051,04;1,89;36,91;1,95;2,65
2025-10-27;Google Ads;bano;bano;2406,09;65352;1247;12993,37;1,93;36,82;1,91;5,4
2025-10-27;Google Ads;cocina;cocina;2964,05;80651;1513;19765,17;1,96;36,75;1,88;6,67
2025-10-27;Google Ads;deco;deco;4709,8;127415;2526;19909,36;1,86;36,96;1,98;4,23
2025-10-27;Google Ads;jardin;jardin;2669,57;72589;1371;6405,47;1,95;36,78;1,89;2,4
2025-10-27;Google Ads;mesa;mesa;2312,68;63071;1157;8063,34;2,0;36,67;1,83;3,49
2025-10-27;Google Ads;sillones;sillones;2913,18;79365;1471;13730,81;1,98;36,71;1,85;4,71
2025-10-27;Meta Ads;aromas;aromas;1732,4;38190;887;12295,78;1,95;45,36;2,32;7,1
2025-10-27;Meta Ads;bano;bano;2255,77;54442;1167;6277,58;1,93;41,43;2,14;2,78
2025-10-27;Meta Ads;cocina;cocina;3394,63;86444;1799;18857,03;1,89;39,27;2,08;5,55
2025-10-27;Meta Ads;deco;deco;3266,05;76900;1682;8472,59;1,94;42,47;2,19;2,59
2025-10-27;Meta Ads;jardin;jardin;3378,93;88594;1798;17802,3;1,88;38,14;2,03;5,27
2025-10-27;Meta Ads;mesa;mesa;2967,47;77333;1574;11725,36;1,89;38,37;2,04;3,95
2025-10-27;Meta Ads;sillones;sillones;3064,55;67324;1581;8406,49;1,94;45,52;2,35;2,74
2025-11-03;Google Ads;aromas;aromas;2583,22;70099;1350;8219,81;1,91;36,85;1,93;3,18
2025-11-03;Google Ads;bano;bano;3289,25;89187;1730;19297,24;1,9;36,88;1,94;5,87
2025-11-03;Google Ads;cocina;cocina;3756,79;102174;1925;26826,49;1,95;36,77;1,88;7,14
2025-11-03;Google Ads;deco;deco;4769,52;129440;2490;18253,33;1,92;36,85;1,92;3,83
2025-11-03;Google Ads;jardin;jardin;3615,23;98140;1883;14233,81;1,92;36,84;1,92;3,94
2025-11-03;Google Ads;mesa;mesa;3346,72;90979;1722;14138,49;1,94;36,79;1,89;4,22
2025-11-03;Google Ads;sillones;sillones;4859,4;131664;2572;27496,14;1,89;36,91;1,95;5,66
2025-11-03;Meta Ads;aromas;aromas;2105,96;46540;1071;15486,94;1,97;45,25;2,3;7,35
2025-11-03;Meta Ads;bano;bano;2616,36;65202;1337;8256,39;1,96;40,13;2,05;3,16
2025-11-03;Meta Ads;cocina;cocina;4442,59;109981;2361;23921,93;1,88;40,39;2,15;5,38
2025-11-03;Meta Ads;deco;deco;4036,36;97067;2071;12744,24;1,95;41,58;2,13;3,16
2025-11-03;Meta Ads;jardin;jardin;3942,19;102379;2079;20752,16;1,9;38,51;2,03;5,26
2025-11-03;Meta Ads;mesa;mesa;3601,05;85192;1901;12267,41;1,89;42,27;2,23;3,41
2025-11-03;Meta Ads;sillones;sillones;3424,47;75668;1735;9128,75;1,97;45,26;2,29;2,67
2025-11-10;Google Ads;aromas;aromas;2665,94;72305;1399;8375,05;1,91;36,87;1,93;3,14
2025-11-10;Google Ads;bano;bano;3109,58;84395;1623;18513,51;1,92;36,85;1,92;5,95
2025-11-10;Google Ads;cocina;cocina;4483,13;121543;2361;27348,08;1,9;36,89;1,94;6,1
2025-11-10;Google Ads;deco;deco;6178,72;167019;3335;19612,62;1,85;36,99;2,0;3,17
2025-11-10;Google Ads;jardin;jardin;2967,05;80855;1494;11041,46;1,99;36,7;1,85;3,72
2025-11-10;Google Ads;mesa;mesa;4226,37;114436;2250;15733,68;1,88;36,93;1,97;3,72
2025-11-10;Google Ads;sillones;sillones;5219,29;141261;2788;27323,82;1,87;36,95;1,97;5,24
2025-11-10;Meta Ads;aromas;aromas;2324,83;53185;1199;15001,62;1,94;43,71;2,25;6,45
2025-11-10;Meta Ads;bano;bano;2949,46;74975;1532;8955,56;1,93;39,34;2,04;3,04
2025-11-10;Meta Ads;cocina;cocina;3699,88;93416;1927;22353,49;1,92;39,61;2,06;6,04
2025-11-10;Meta Ads;deco;deco;4073,33;103043;2093;14845,01;1,95;39,53;2,03;3,64
2025-11-10;Meta Ads;jardin;jardin;4165,51;106825;2209;18753,88;1,89;38,99;2,07;4,5
2025-11-10;Meta Ads;mesa;mesa;2904,4;64678;1495;12715,17;1,94;44,91;2,31;4,38
2025-11-10;Meta Ads;sillones;sillones;4684,68;108877;2470;7505,42;1,9;43,03;2,27;1,6
2025-11-17;Google Ads;aromas;aromas;3069,02;83054;1641;8042,06;1,87;36,95;1,98;2,62
2025-11-17;Google Ads;bano;bano;2445,92;66698;1224;14990,65;2,0;36,67;1,84;6,13
2025-11-17;Google Ads;cocina;cocina;3859,94;104925;1987;24559,49;1,94;36,79;1,89;6,36
2025-11-17;Google Ads;deco;deco;5283,36;143143;2798;21477,07;1,89;36,91;1,95;4,07
2025-11-17;Google Ads;jardin;jardin;3228,16;87818;1651;7684,18;1,96;36,76;1,88;2,38
2025-11-17;Google Ads;mesa;mesa;3214,12;87443;1642;11383,9;1,96;36,76;1,88;3,54
2025-11-17;Google Ads;sillones;sillones;5516,24;149180;2967;24977,2;1,86;36,98;1,99;4,53
2025-11-17;Meta Ads;aromas;aromas;2343,35;59836;1209;13855,71;1,94;39,16;2,02;5,91
2025-11-17;Meta Ads;bano;bano;2747,76;64398;1414;7843,59;1,94;42,67;2,2;2,85
2025-11-17;Meta Ads;cocina;cocina;3105,93;77666;1581;18734,29;1,96;39,99;2,04;6,03
2025-11-17;Meta Ads;deco;deco;4287,43;104566;2217;12994,43;1,93;41,0;2,12;3,03
2025-11-17;Meta Ads;jardin;jardin;3269,57;84036;1687;15214,55;1,94;38,91;2,01;4,65
2025-11-17;Meta Ads;mesa;mesa;3952,65;103172;2106;18350,18;1,88;38,31;2,04;4,64
2025-11-17;Meta Ads;sillones;sillones;4833,57;111639;2557;6030,85;1,89;43,3;2,29;1,25
2025-11-24;Google Ads;aromas;aromas;2402,22;65272;1241;4911,96;1,94;36,8;1,9;2,04
2025-11-24;Google Ads;bano;bano;3185,83;86429;1668;19909,65;1,91;36,86;1,93;6,25
2025-11-24;Google Ads;cocina;cocina;4244,53;115181;2218;24246,88;1,91;36,85;1,93;5,71
2025-11-24;Google Ads;deco;deco;4362,65;118591;2246;16312,21;1,94;36,79;1,89;3,74
2025-11-24;Google Ads;jardin;jardin;4496,64;121644;2412;12129,78;1,86;36,97;1,98;2,7
2025-11-24;Google Ads;mesa;mesa;3285,88;89357;1686;13265,16;1,95;36,77;1,89;4,04
2025-11-24;Google Ads;sillones;sillones;4569,47;123933;2398;23270,48;1,91;36,87;1,93;5,09
2025-11-24;Meta Ads;aromas;aromas;2714,29;64150;1426;19110,88;1,9;42,31;2,22;7,04
2025-11-24;Meta Ads;bano;bano;3214,21;82798;1686;6974,84;1,91;38,82;2,04;2,17
2025-11-24;Meta Ads;cocina;cocina;3284,08;81845;1685;17340,86;1,95;40,13;2,06;5,28
2025-11-24;Meta Ads;deco;deco;4510,37;100207;2348;14740,97;1,92;45,01;2,34;3,27
2025-11-24;Meta Ads;jardin;jardin;3077,83;76409;1575;12026,5;1,95;40,28;2,06;3,91
2025-11-24;Meta Ads;mesa;mesa;3908,76;102951;2081;13939,03;1,88;37,97;2,02;3,57
2025-11-24;Meta Ads;sillones;sillones;5238,45;134144;2793;6874,52;1,88;39,05;2,08;1,31
2025-12-01;Google Ads;aromas;aromas;2789,06;75588;1473;7302,93;1,89;36,9;1,95;2,62
2025-12-01;Google Ads;bano;bano;2596,42;70711;1315;12555,09;1,97;36,72;1,86;4,84
2025-12-01;Google Ads;cocina;cocina;5448,08;147275;2940;32015,53;1,85;36,99;2,0;5,88
2025-12-01;Google Ads;deco;deco;3925,36;106930;1983;14082,23;1,98;36,71;1,85;3,59
2025-12-01;Google Ads;jardin;jardin;3385,92;92024;1746;12133,38;1,94;36,79;1,9;3,58
2025-12-01;Google Ads;mesa;mesa;4194,19;113578;2231;14302,52;1,88;36,93;1,96;3,41
2025-12-01;Google Ads;sillones;sillones;4998,86;135383;2656;20136,71;1,88;36,92;1,96;4,03
2025-12-01;Meta Ads;aromas;aromas;2244,82;49893;1152;13915,19;1,95;44,99;2,31;6,2
2025-12-01;Meta Ads;bano;bano;2452,01;60305;1241;8900,31;1,98;40,66;2,06;3,63
2025-12-01;Meta Ads;cocina;cocina;2928,34;72353;1477;15498,3;1,98;40,47;2,04;5,29
2025-12-01;Meta Ads;deco;deco;5496,04;130055;2923;15292,29;1,88;42,26;2,25;2,78
2025-12-01;Meta Ads;jardin;jardin;3430,63;87146;1781;16461,12;1,93;39,37;2,04;4,8
2025-12-01;Meta Ads;mesa;mesa;2798,75;70281;1433;12788,66;1,95;39,82;2,04;4,57
2025-12-01;Meta Ads;sillones;sillones;3665,76;90801;1876;5641,38;1,95;40,37;2,07;1,54
2025-12-08;Google Ads;aromas;aromas;3287,83;88889;1772;10366,59;1,86;36,99;1,99;3,15
2025-12-08;Google Ads;bano;bano;2887,31;78468;1489;18365,25;1,94;36,8;1,9;6,36
2025-12-08;Google Ads;cocina;cocina;3564,15;97037;1810;22150,12;1,97;36,73;1,87;6,21
2025-12-08;Google Ads;deco;deco;5586,3;151221;2980;24373,7;1,87;36,94;1,97;4,36
2025-12-08;Google Ads;jardin;jardin;4123,02;111680;2188;13275,63;1,88;36,92;1,96;3,22
2025-12-08;Google Ads;mesa;mesa;4226,95;114452;2250;14994,77;1,88;36,93;1,97;3,55
2025-12-08;Google Ads;sillones;sillones;4418,08;119895;2308;21042,61;1,91;36,85;1,93;4,76
2025-12-08;Meta Ads;aromas;aromas;2152,84;53230;1098;14003,41;1,96;40,44;2,06;6,5
2025-12-08;Meta Ads;bano;bano;3666,6;94809;1950;12441,8;1,88;38,67;2,06;3,39
2025-12-08;Meta Ads;cocina;cocina;3316,42;75244;1704;15800,15;1,95;44,08;2,26;4,76
2025-12-08;Meta Ads;deco;deco;4369,76;104105;2266;18670,41;1,93;41,97;2,18;4,27
2025-12-08;Meta Ads;jardin;jardin;3941,13;88705;2078;22015,7;1,9;44,43;2,34;5,59
2025-12-08;Meta Ads;mesa;mesa;2416,82;53504;1210;9615,71;2,0;45,17;2,26;3,98
2025-12-08;Meta Ads;sillones;sillones;3372,18;76347;1705;7804,51;1,98;44,17;2,23;2,31
2025-12-15;Google Ads;aromas;aromas;2827,14;76604;1496;7626,55;1,89;36,91;1,95;2,7
2025-12-15;Google Ads;bano;bano;3861,09;104436;2074;22123,2;1,86;36,97;1,99;5,73
2025-12-15;Google Ads;cocina;cocina;5000,03;135327;2671;31385,99;1,87;36,95;1,97;6,28
